,BuildingType,PrimaryPropertyType,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,SteamUse_Rate,Electricity_Rate,NaturalGas_Rate,GFABuildingRate,GFAParkingRate,GFALargestPropertyUseRate,TotalUseTypeNumber,BuildingAge
288,1,8,3,47.60821,-122.33899,0.6931471805599453,1.791759469228055,11.288793925756666,18,,3009463.75,20.98,0.0,1.0,0.0,0.6931471805599453,0.0,0.4054651081081644,1.3862943611198906,106
289,0,8,3,47.60881,-122.34119,0.6931471805599453,1.6094379124341003,11.83065893676428,34,,14940504.0,316.2,0.0,0.69239,0.30761,0.6931471805599453,0.0,0.2782376136237812,2.302585092994046,108
290,1,10,3,47.61164,-122.33446,0.6931471805599453,1.9459101490553132,11.903973815910073,27,,9671619.0,185.03,0.0,0.73645,0.26355,0.3474404368226103,0.46030676626687156,0.36354528897670785,1.6094379124341003,20
291,1,10,3,47.61185,-122.33421,0.0,1.6094379124341003,12.496261573193136,27,,7273155.5,147.75,0.0,0.71082,0.28918,0.31879549089382736,0.4852185431771842,0.4852185431771842,1.3862943611198906,20
292,1,5,3,47.61043,-122.33206,0.6931471805599453,4.04305126783455,14.288994997156012,18,4.584967478670572,49517704.0,525.78,0.018321138276189215,0.93061,0.0509,0.5637102513110318,0.21738299110118625,0.5981164617027721,1.3862943611198906,27
293,1,5,3,47.60967,-122.33229,0.6931471805599453,3.6109179126442243,13.585585312859951,18,4.574710978503383,26689658.0,216.43,0.0,0.97534,0.02466,0.6931471805599453,0.0,0.6633990603988944,1.3862943611198906,36
294,1,5,3,47.60909,-122.33202,0.6931471805599453,3.091042453358316,13.030916724558724,18,4.31748811353631,19397324.0,135.23,0.0,1.0,0.0,0.5854171932533845,0.18586527041731965,0.5605239468628126,1.0986122886681098,45
295,1,5,3,47.61029,-122.34089,0.6931471805599453,2.5649493574615367,11.660120582288606,18,4.499809670330265,4757299.5,33.17,0.0,1.0,0.0,0.6255747283711239,0.12281922164484671,0.6441985038280609,1.3862943611198906,30
296,1,17,3,47.61116,-122.34748,0.6931471805599453,1.6094379124341003,11.37940550085183,18,4.290459441148391,4549892.0,31.72,0.0,1.0,0.0,0.5877866649021191,0.18232155679395462,0.5883587234676345,1.0986122886681098,17
297,1,5,3,47.6117,-122.34778,0.6931471805599453,2.4849066497880004,12.83309604909819,18,4.290459441148391,13329024.0,92.92,0.0,1.0,0.0,0.40977580369524896,0.40113574994693507,0.33876959566989645,1.0986122886681098,18
298,1,10,3,47.61252,-122.34351,0.6931471805599453,2.5649493574615367,12.173037959397275,19,,14436982.0,100.65,0.0,1.0,0.0,0.5897957564365549,0.17930033081681035,0.5642223044847173,0.6931471805599453,31
299,1,5,3,47.61108,-122.34217,0.6931471805599453,2.4849066497880004,11.540997725963418,18,4.574710978503383,5327249.5,281.55,0.5028398219613683,0.34659,0.0,0.6931471805599453,0.0,0.6485733650864135,1.0986122886681098,93
300,1,17,3,47.61304,-122.34059,0.6931471805599453,1.6094379124341003,10.874285408908944,18,4.430816798843313,2429021.0,44.48,0.0,0.75419,0.24581,0.6931471805599453,0.0,0.551790968011183,1.0986122886681098,91
301,0,8,3,47.61229,-122.33903,1.3862943611198906,2.3978952727983707,12.462643235956783,27,,20779796.0,418.9,0.1721196943093579,0.81218,0.0,0.6931471805599453,0.0,0.4697661010381443,1.791759469228055,103
302,1,14,3,47.61098,-122.33815,0.6931471805599453,2.1972245773362196,13.666665942711875,34,,17666646.0,328.83,0.15334750022199953,0.83417,0.0001,0.6931471805599453,0.0,0.46441931595183283,1.0986122886681098,87
303,1,10,4,47.61,-122.32922,0.6931471805599453,1.791759469228055,12.240237329250249,19,,19295226.0,249.09,0.08118359507547125,0.91543,0.0,0.4248428085344008,0.38570447993000934,0.6931471805599453,0.6931471805599453,17
305,1,10,4,47.61048,-122.32837,0.6931471805599453,2.302585092994046,10.75173496195892,40,,4169431.5,130.69,0.29797640353602495,0.65287,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,28
306,1,7,4,47.61048,-122.32837,0.6931471805599453,1.3862943611198906,12.491255347155265,14,4.189654742026425,13911761.0,201.15,0.03369586385672553,0.8556,0.11013,0.4756252980137889,0.33000853469272007,0.4756252980137889,1.0986122886681098,71
307,1,7,4,47.60921,-122.32425,0.6931471805599453,2.70805020110221,13.444677284810034,14,4.07753744390572,21156670.0,147.49,0.0,1.0,0.0,0.3429724926775139,0.4642810364006439,0.3305763183752092,1.0986122886681098,24
308,1,8,6,47.61915,-122.34857,0.6931471805599453,1.9459101490553132,12.84382338846974,27,4.61512051684126,55073120.0,456.22,0.0,0.97155,0.02845,0.4256271479321058,0.38488818111933326,0.36062811983228404,1.9459101490553132,15
309,1,8,6,47.61915,-122.34857,0.6931471805599453,1.9459101490553132,12.272959968571612,27,4.61512051684126,75073888.0,530.59,0.0,0.99791,0.00208,0.411665843749768,0.3992256833181453,0.3992256833181453,1.9459101490553132,15
310,1,2,6,47.62036,-122.34588,0.6931471805599453,1.791759469228055,11.599268285192245,8,3.5553480614894135,9474745.0,243.66,0.0,0.59373,0.40627,0.5482543476497671,0.23883578170728217,0.6931471805599453,0.6931471805599453,37
311,1,5,7,47.62177,-122.36158,0.6931471805599453,1.791759469228055,12.527195538537352,18,4.356708826689592,16373232.0,114.14,0.0,1.0,0.0,0.6208721429395305,0.13054568984664316,0.6036108002490043,1.0986122886681098,35
312,1,20,5,47.56064,-122.32522,0.6931471805599453,0.6931471805599453,11.720443572397098,17,4.0943445622221,1987934.625,13.86,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,15
313,1,0,5,47.54868,-122.3255,0.6931471805599453,0.6931471805599453,10.986833907533804,4,3.828641396489095,2756214.75,117.11,0.0,0.23017,0.76983,0.6931471805599453,0.0,0.5197100401995205,1.0986122886681098,53
314,1,20,5,47.5471,-122.32406,0.6931471805599453,0.6931471805599453,11.571203807011969,17,4.543294782270004,763364.5,5.32,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931521805474454,0.6931471805599453,53
315,1,5,6,47.63349,-122.32634,0.6931471805599453,1.3862943611198906,11.974146893333247,18,2.995732273553991,18309150.0,236.9,0.0,0.87066,0.12934,0.5641085375475419,0.21681959720152205,0.5839236575321527,1.3862943611198906,54
316,1,0,5,47.53764,-122.3232,0.6931471805599453,0.6931471805599453,11.69242638082741,4,4.584967478670572,775729.1875,5.44,0.0,0.99901,0.00098,0.6931471805599453,0.0,0.6892596338327528,0.6931471805599453,56
317,1,5,6,47.62958,-122.32826,0.6931471805599453,2.0794415416798357,11.843674210764698,18,4.406719247264253,4342597.0,30.27,0.0,1.0,0.0,0.5180077702942024,0.278631236931363,0.46359564187897667,0.6931471805599453,15
318,1,17,7,47.62566,-122.34287,0.6931471805599453,1.9459101490553132,11.469203436078995,18,4.564348191467836,3063504.5,21.36,0.0,1.0,0.0,0.498123289623107,0.30333640156193964,0.6931471805599453,1.0986122886681098,32
319,1,5,7,47.62929,-122.34194,1.0986122886681098,1.791759469228055,12.27037988992534,18,4.430816798843313,5661689.5,39.47,0.0,1.0,0.0,0.37825833766994793,0.43195123334399105,0.40208607225800386,1.0986122886681098,20
320,1,5,6,47.64776,-122.33924,0.6931471805599453,1.3862943611198906,11.549238107628549,18,2.0794415416798357,11319836.0,374.92,0.0,0.43324,0.56676,0.43206159822989165,0.37814187179260556,0.4758987190092533,0.6931471805599453,15
321,1,17,8,47.70105,-122.32659,0.6931471805599453,1.791759469228055,11.223655465763155,18,4.04305126783455,5134607.5,35.8,0.0,1.0,0.0,0.6931471805599453,0.0,0.6720307906554657,1.0986122886681098,42
322,1,17,8,47.69999,-122.32663,0.6931471805599453,1.9459101490553132,11.393860357811288,18,3.9889840465642745,6029121.5,42.03,0.0,1.0,0.0,0.6931471805599453,0.0,0.6736126173313828,1.0986122886681098,37
323,1,5,8,47.69917,-122.3268,0.6931471805599453,1.791759469228055,11.713831587262764,18,4.543294782270004,5535626.0,38.59,0.0,1.0,0.0,0.6931471805599453,0.0,0.5577111180599666,1.6094379124341003,33
324,1,17,8,47.70063,-122.32487,0.6931471805599453,1.6094379124341003,10.891745395126074,18,3.044522437723423,4742869.0,33.06,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,37
325,1,17,2,47.5671,-122.36416,0.6931471805599453,1.3862943611198906,10.92583056074651,18,4.02535169073515,4224872.5,93.23,0.0,0.67281,0.32719,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,56
326,1,5,6,47.62269,-122.33224,0.6931471805599453,1.6094379124341003,11.806020361621872,18,4.007333185232471,4695139.0,32.73,0.0,1.0,0.0,0.43519218098105594,0.3748271904976769,0.4302097518652164,1.0986122886681098,34
327,1,14,5,47.5653,-122.33076,0.6931471805599453,0.6931471805599453,11.972979763362297,34,3.258096538021482,22394416.0,454.49,0.0,0.71123,0.28877,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,11
328,1,5,6,47.61907,-122.33651,0.6931471805599453,2.1972245773362196,12.570090563724165,18,,48406556.0,349.07,0.0,0.9948,0.0052,0.6931471805599453,0.0,0.433054334467457,1.6094379124341003,87
329,1,10,4,47.60953,-122.32793,0.6931471805599453,2.1972245773362196,11.9750166230156,40,,61762380.0,1268.87,0.0875437352618159,0.75335,0.15498,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,41
330,1,17,7,47.62003,-122.35706,0.6931471805599453,1.6094379124341003,11.373617419568252,18,4.406719247264253,2991674.75,20.86,0.0,1.0,0.0,0.5121946861722286,0.2859681044474449,0.5121946861722286,1.0986122886681098,31
331,1,14,0,47.66057,-122.36857,0.6931471805599453,0.6931471805599453,12.010288878446973,34,4.143134726391533,18390344.0,326.18,0.0,0.76668,0.23332,0.6931471805599453,0.0,0.4850584840780983,1.3862943611198906,17
332,1,5,6,47.62402,-122.33755,0.6931471805599453,1.791759469228055,12.125312597296075,18,4.564348191467836,5671256.0,40.47,0.0,0.99644,0.00356,0.4952875304051956,0.30677120998054386,0.4945254955524729,1.3862943611198906,7
333,1,4,6,47.62348,-122.33743,0.6931471805599453,1.3862943611198906,10.918736348043124,10,,11594121.0,269.71,0.0,0.64691,0.35309,0.6931471805599453,0.0,0.6902429674125555,1.0986122886681098,88
334,1,4,6,47.62254,-122.33753,0.6931471805599453,1.6094379124341003,12.393215892603342,10,,33713876.0,849.83,0.0,0.60476,0.39524,0.42946154346404075,0.38087865654917785,0.5484219413798422,0.6931471805599453,13
335,1,5,6,47.62286,-122.33804,0.6931471805599453,1.9459101490553132,11.844263113555305,18,4.574710978503383,3238216.0,22.57,0.0,1.0,0.0,0.4839558428637397,0.3202847809957934,0.45104377171932797,1.791759469228055,12
336,1,5,6,47.62383,-122.3356,0.6931471805599453,1.791759469228055,12.510139747231278,18,4.574710978503383,7851334.5,61.93,0.0,0.98012,0.01988,0.4921869987562217,0.3105022013309145,0.4825804583256883,1.3862943611198906,7
337,1,20,6,47.62572,-122.33389,0.6931471805599453,1.791759469228055,11.758229645621093,17,4.04305126783455,2767491.0,29.53,0.0,0.91982,0.08018,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,102
338,1,5,6,47.62855,-122.33035,0.6931471805599453,1.791759469228055,13.23661485109685,18,4.276666119016055,30083496.0,632.4,0.0,0.69548,0.30452,0.4894508012182935,0.3137737059558598,0.509566831819742,1.0986122886681098,14
339,1,5,6,47.62621,-122.33128,0.6931471805599453,1.9459101490553132,12.330910735660234,18,3.912023005428146,11963428.0,94.64,0.0,0.97964,0.02036,0.4578930918255524,0.3501356090188626,0.4578930918255524,1.0986122886681098,15
340,0,10,6,47.62855,-122.33035,0.6931471805599453,1.791759469228055,13.191792420421313,19,,131373880.0,3995.45,0.0,0.49194,0.50806,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,19
341,1,8,6,47.62121,-122.33885,0.6931471805599453,1.791759469228055,11.981058595924264,19,,31371618.0,726.96,0.0,0.64886,0.35114,0.5204709576172519,0.27549308768174935,0.37389875875839884,1.6094379124341003,13
342,1,5,6,47.62137,-122.33744,0.6931471805599453,1.6094379124341003,12.25399100121357,18,4.584967478670572,6917478.5,122.68,0.0,0.76673,0.23327,0.5000902048117934,0.30094127936723647,0.43333316145063716,1.6094379124341003,10
343,1,5,6,47.62131,-122.33814,0.6931471805599453,1.9459101490553132,12.621831259923514,18,4.584967478670572,7519466.5,69.59,0.0,0.95053,0.04947,0.4931096179602107,0.3093946393574307,0.46331254377730335,1.3862943611198906,10
344,1,8,6,47.62002,-122.33687,0.6931471805599453,1.3862943611198906,11.118118358049584,17,4.204692619390966,2755829.0,74.1,0.0,0.56833,0.43167,0.6931471805599453,0.0,0.3655177309985701,1.791759469228055,62
345,1,4,6,47.62405,-122.34036,0.6931471805599453,1.6094379124341003,11.53503914521534,10,,24395228.0,587.16,0.0,0.62944,0.37056,0.6931471805599453,0.0,0.6975375288612382,0.6931471805599453,53
346,1,8,6,47.62405,-122.34036,0.6931471805599453,1.791759469228055,12.986539072349808,10,,45252356.0,1019.53,0.0,0.66279,0.33721,0.4995138866196766,0.3016441474678356,0.33772145602164483,1.3862943611198906,8
347,1,17,7,47.62115,-122.3597,0.6931471805599453,1.791759469228055,11.385807746410581,18,4.394449154672439,3415561.25,23.81,0.0,1.0,0.0,0.5673061412194289,0.2122767206033234,0.551180309114321,1.0986122886681098,42
348,1,17,7,47.62224,-122.3585,0.6931471805599453,1.791759469228055,11.375718755205835,18,4.248495242049359,3632613.75,25.32,0.0,1.0,0.0,0.5686095086248196,0.21041488445748519,0.5678673641331877,1.0986122886681098,44
349,1,17,7,47.62224,-122.3585,0.6931471805599453,1.791759469228055,11.375718755205835,18,4.465908118654584,3493093.75,24.35,0.0,1.0,0.0,0.5686095086248196,0.21041488445748519,0.5685132308918027,1.0986122886681098,46
350,1,17,7,47.62014,-122.35768,0.6931471805599453,1.791759469228055,11.385103457032141,18,4.330733340286331,3484915.5,24.29,0.0,1.0,0.0,0.5622124137826887,0.21949691039401226,0.5832988318493422,1.0986122886681098,45
351,1,7,9,47.65821,-122.31831,0.6931471805599453,1.6094379124341003,12.18968916627965,14,1.791759469228055,19165116.0,477.87,0.0,0.61067,0.38933,0.43868709559906754,0.3711013806802048,0.43868709559906754,1.0986122886681098,28
352,1,7,9,47.65884,-122.3183,0.6931471805599453,1.6094379124341003,12.16147791819491,14,3.091042453358316,8422861.0,77.99,0.0,0.95042,0.04958,0.4067109983311861,0.40421766370615714,0.4067109983311861,0.6931471805599453,22
354,1,20,12,47.56885,-122.37121,0.6931471805599453,1.6094379124341003,11.497568142649186,17,4.430816798843313,1090496.625,22.44,0.0,0.70518,0.29482,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,19
355,1,1,6,47.62667,-122.32965,0.6931471805599453,2.0794415416798357,12.770053179800657,7,3.1780538303479458,42709624.0,1032.63,0.0,0.62707,0.37293,0.4523486940070148,0.35627486391739266,0.4782941675634699,0.6931471805599453,16
356,1,18,8,47.7237,-122.29232,0.6931471805599453,1.0986122886681098,12.640986517463418,39,4.3694478524670215,14512786.0,277.98,0.0,0.73596,0.26404,0.33067690464957833,0.475047139339758,0.33067690464957833,1.0986122886681098,21
357,1,18,5,47.56895,-122.33775,0.6931471805599453,0.6931471805599453,11.054470887941358,39,4.61512051684126,6522551.5,45.47,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,8
358,2,10,2,47.56548,-122.35378,0.0,0.6931471805599453,11.642030827156859,25,,3574542.25,121.98,0.0,0.41149,0.58851,0.6931471805599453,0.0,0.5902613780498097,1.0986122886681098,61
359,1,20,5,47.56419,-122.34262,0.6931471805599453,0.6931471805599453,12.401001890363212,17,4.61512051684126,1396082.25,41.8,0.0,0.5021,0.4979,0.6931471805599453,0.0,0.8497021107168672,0.6931471805599453,17
360,1,10,6,47.64942,-122.35024,0.6931471805599453,1.3862943611198906,12.543448045605032,27,,11521702.0,80.32,0.0,1.0,0.0,0.36619746052014646,0.44324889193691597,0.44324889193691597,1.3862943611198906,15
361,1,10,7,47.63549,-122.34103,0.6931471805599453,1.3862943611198906,11.104400680823604,19,,6876439.5,47.94,0.0,1.0,0.0,0.5902447524391645,0.1786230591088214,0.7339675750789204,1.0986122886681098,64
362,1,14,10,47.72053,-122.34739,0.6931471805599453,0.6931471805599453,11.785910056661425,34,4.290459441148391,8773058.0,110.46,0.0,0.8782,0.1218,0.6931471805599453,0.0,0.5996438673884953,0.6931471805599453,19
363,1,20,10,47.72377,-122.34095,0.6931471805599453,1.3862943611198906,11.455306945297822,17,3.6635616461296463,784364.5,10.24,0.0,0.86805,0.13195,0.6931471805599453,0.0,0.5373059058154109,0.6931471805599453,17
364,1,10,10,47.72546,-122.34659,1.9459101490553132,0.6931471805599453,11.625369830810577,38,,9814820.0,226.43,0.0,0.65107,0.34893,0.6931471805599453,0.0,0.7467827297258548,1.0986122886681098,52
365,1,18,10,47.72803,-122.34214,0.0,0.6931471805599453,11.882949906538373,11,4.04305126783455,13424079.0,237.39,0.0,0.76782,0.23218,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,32
366,1,14,10,47.7249,-122.34332,0.6931471805599453,0.6931471805599453,11.643962499267984,34,4.382026634673881,17225444.0,553.27,0.0,0.45494,0.54506,0.6931471805599453,0.0,0.4101607330521923,1.0986122886681098,49
367,1,18,10,47.7235,-122.34458,0.6931471805599453,0.6931471805599453,10.821456874788838,39,4.3694478524670215,8663691.0,158.92,0.0,0.75353,0.24647,0.6931471805599453,0.0,0.692967164358001,1.0986122886681098,19
368,1,5,6,47.65086,-122.35412,0.6931471805599453,1.3862943611198906,11.72861732123929,18,4.30406509320417,4991360.5,34.9,0.0,0.99957,0.00043,0.5704822478119546,0.2077293607284875,0.5753822697393061,0.6931471805599453,28
369,1,17,6,47.64963,-122.35158,0.6931471805599453,1.6094379124341003,11.407576060361786,18,4.442651256490317,3897738.0,27.17,0.0,1.0,0.0,0.466328132876906,0.3406563282317677,0.6931471805599453,0.6931471805599453,16
370,1,17,6,47.64849,-122.35041,0.6931471805599453,1.3862943611198906,11.472540874774753,18,4.2626798770413155,5413418.0,37.74,0.0,1.0,0.0,0.5001751078404568,0.3008376570261671,0.4995442274380921,1.0986122886681098,15
371,1,5,6,47.64822,-122.34848,0.6931471805599453,1.3862943611198906,12.545960470952528,18,4.574710978503383,11325513.0,94.47,0.0,0.97007,0.02972,0.46454500804408033,0.34267439200245053,0.43377393852180934,1.6094379124341003,17
372,1,5,6,47.64882,-122.34905,0.6931471805599453,1.6094379124341003,12.402194373748076,18,4.499809670330265,8651835.0,85.01,0.0,0.93814,0.06186,0.4552579440373938,0.3530624266484494,0.4518460231599288,1.0986122886681098,17
373,1,8,3,47.6074,-122.33777,0.6931471805599453,1.9459101490553132,11.948990903938062,21,,52960796.0,1623.34,0.2861934650253218,0.65967,0.00898,0.6931471805599453,0.0,0.5736313945583822,2.302585092994046,25
374,1,5,5,47.55146,-122.32832,0.6931471805599453,1.791759469228055,12.874660704589415,18,4.564348191467836,7683885.0,53.57,0.0,1.0,0.0,0.5241484790817836,0.27077494913506633,0.48406061524583566,1.0986122886681098,34
375,1,20,5,47.54983,-122.32858,0.6931471805599453,1.0986122886681098,11.407576060361786,17,4.477336814478207,1429146.375,17.17,0.0,0.89069,0.10931,0.6931471805599453,0.0,0.5753653949027806,1.0986122886681098,49
376,1,14,5,47.55032,-122.32614,0.6931471805599453,0.6931471805599453,10.823790225800138,34,,1047461.0,32.22,0.0,0.48447,0.51553,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,50
377,1,17,0,47.66891,-122.38528,0.6931471805599453,1.9459101490553132,11.451411697981355,18,,4758198.0,120.24,0.0,0.60339,0.39661,0.6596265907918192,0.06384765754626812,0.4537408542730541,1.791759469228055,91
378,1,20,0,47.66724,-122.38553,0.6931471805599453,1.0986122886681098,11.054708103975111,17,4.61512051684126,227566.7031,8.15,0.0,0.37531,0.62469,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,75
379,1,10,0,47.66233,-122.3748,0.6931471805599453,1.791759469228055,12.68500504440909,27,,17085344.0,413.35,0.0,0.62674,0.37326,0.36109516037222383,0.4479497197143197,0.4479497197143197,1.0986122886681098,8
380,1,15,7,47.64676,-122.37581,0.6931471805599453,1.6094379124341003,11.777548714470212,35,,465533.3125,3.25,0.0,1.0,0.0,0.5990562571603498,0.16517539795898414,0.6931471805599453,1.0986122886681098,28
381,1,20,7,47.65567,-122.37478,0.6931471805599453,1.6094379124341003,11.571590521032341,17,4.553876891600541,1123943.0,25.58,0.0,0.65781,0.34219,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,19
382,1,15,7,47.63634,-122.3754,0.6931471805599453,1.3862943611198906,11.456048188078173,35,,1000796.875,33.18,0.0,0.43251,0.56749,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,60
383,1,5,3,47.59963,-122.32796,0.6931471805599453,2.3978952727983707,12.110084736119012,18,4.48863636973214,7637986.0,53.25,0.0,1.0,0.0,0.5821206432754922,0.1907608456077982,0.6044197866004851,1.3862943611198906,14
384,1,14,9,47.66178,-122.31812,0.6931471805599453,1.0986122886681098,11.148981307055882,34,4.61512051684126,318962.8125,2.22,0.0,1.0,0.0,0.6931471805599453,0.0,0.6953597310638676,0.6931471805599453,29
385,1,20,5,47.54769,-122.3251,0.6931471805599453,0.6931471805599453,10.033682134193954,17,3.5263605246161616,402051.3125,2.8,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,50
386,1,0,5,47.54187,-122.32714,0.6931471805599453,0.6931471805599453,11.73184410389787,4,4.143134726391533,5464762.0,237.36,0.0,0.2097,0.7903,0.6931471805599453,0.0,0.6929521615449733,1.0986122886681098,49
387,1,5,3,47.60411,-122.33225,0.6931471805599453,3.1354942159291497,12.33515603544142,18,4.564348191467836,8493420.0,59.21,0.0,1.0,0.0,0.4490927630796519,0.35984690793766355,0.6931471805599453,1.0986122886681098,46
388,1,0,5,47.54187,-122.32714,0.6931471805599453,0.6931471805599453,10.821097413976181,4,4.290459441148391,1529510.25,42.65,0.0,0.54675,0.45325,0.6931471805599453,0.0,0.6916760990499355,1.0986122886681098,49
389,1,0,5,47.54621,-122.33486,0.6931471805599453,0.6931471805599453,10.960253016168982,4,3.295836866004329,2582687.0,76.68,0.0,0.5076,0.4924,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,47
390,1,20,5,47.54853,-122.32814,0.6931471805599453,0.6931471805599453,11.355113089309977,17,3.912023005428146,1536998.25,10.72,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,50
391,1,20,5,47.54912,-122.32819,0.6931471805599453,0.6931471805599453,10.92775337907558,17,4.1588830833596715,519806.0938,3.62,0.0,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,50
392,1,17,5,47.54965,-122.3278,0.6931471805599453,0.6931471805599453,10.882771862738064,18,4.574710978503383,1794187.25,46.93,0.0,0.5842,0.41579,0.6931471805599453,0.0,0.6885265217392207,1.0986122886681098,52
393,1,17,7,47.62476,-122.34843,0.6931471805599453,1.9459101490553132,11.27305530057358,18,4.59511985013459,2179719.75,28.63,0.0,0.8664,0.1336,0.49387883467915233,0.30846950878196583,0.6931471805599453,0.6931471805599453,29
394,1,20,10,47.71286,-122.34422,0.6931471805599453,1.3862943611198906,11.076913516671743,17,4.499809670330265,325513.0,6.32,0.0,0.73058,0.26942,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,30
395,1,8,4,47.61552,-122.31744,0.6931471805599453,1.0986122886681098,11.236447063025773,19,,3684188.5,38.48,0.0,0.92472,0.07528,0.5523034032122996,0.23329188236602488,0.31846100381936115,1.3862943611198906,89
396,1,0,5,47.5701,-122.33342,0.6931471805599453,0.6931471805599453,11.993368167001472,4,3.258096538021482,9357230.0,204.81,0.0,0.6767,0.3233,0.6931471805599453,0.0,0.6954545166116369,0.6931471805599453,48
397,1,0,5,47.56874,-122.33303,0.6931471805599453,0.6931471805599453,11.523885187206563,4,0.6931471805599453,21795830.0,152.71,0.0,0.99924,0.00076,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,67
398,1,0,5,47.57023,-122.33241,0.6931471805599453,0.6931471805599453,10.87073752300741,4,4.394449154672439,1061458.25,32.02,0.0,0.49731,0.50269,0.6931471805599453,0.0,0.7565819678073045,0.6931471805599453,36
399,1,10,5,47.56785,-122.33361,0.6931471805599453,0.6931471805599453,10.943923262151136,19,,5094197.0,74.31,0.0,0.83492,0.16508,0.6931471805599453,0.0,0.5883143034541901,1.0986122886681098,76
400,1,11,5,47.56637,-122.33273,0.6931471805599453,0.6931471805599453,11.553107254603061,30,,17695420.0,142.36,0.0,0.97673,0.02327,0.6931471805599453,0.0,0.6732607497523494,1.3862943611198906,63
401,1,18,10,47.69267,-122.35506,0.6931471805599453,0.6931471805599453,10.971382868542177,39,3.7376696182833684,14715262.0,414.43,0.0,0.54069,0.45931,0.626986010305744,0.1204816134400488,0.6360158251774427,1.0986122886681098,13
402,1,18,8,47.73315,-122.3105,0.6931471805599453,0.6931471805599453,10.97645719414066,39,3.6375861597263857,11054535.0,272.54,0.0,0.61674,0.38326,0.6931471805599453,0.0,0.5651774361153308,0.6931471805599453,36
403,1,5,6,47.62029,-122.33078,0.6931471805599453,1.9459101490553132,12.726950575147725,18,4.564348191467836,9058916.0,54.92,0.0,0.86957,0.0,0.4881750248458415,0.3152923756596963,0.4991922173354089,1.3862943611198906,11
404,1,14,6,47.62,-122.33027,0.6931471805599453,1.6094379124341003,12.483738472456462,34,3.7612001156935624,9937707.0,190.61,0.0,0.73537,0.26463,0.3321629650331145,0.4737590687471528,0.3180682022663816,0.6931471805599453,20
405,1,17,1,47.59367,-122.30957,0.6931471805599453,1.0986122886681098,11.038447842325047,18,3.4965075614664802,5444253.5,38.55,0.0,0.99764,0.00236,0.6931471805599453,0.0,0.6806595334406633,1.3862943611198906,102
406,1,17,5,47.59388,-122.31124,0.6931471805599453,0.6931471805599453,11.088751431256087,18,4.499809670330265,3181045.5,90.24,0.0,0.53624,0.46376,0.6931471805599453,0.0,0.656586925248143,1.0986122886681098,46
407,1,5,9,47.66517,-122.30186,0.6931471805599453,1.3862943611198906,11.535576971529967,18,3.295836866004329,6062770.5,49.17,0.0,0.97533,0.02467,0.46064749682170986,0.34705885721976953,0.5979624928811542,1.0986122886681098,10
408,1,10,1,47.6144,-122.30982,0.6931471805599453,1.3862943611198906,11.289844411702974,19,,12232124.0,85.28,0.0,1.0,0.0,0.6931471805599453,0.0,0.6604948482846958,0.6931471805599453,90
409,1,20,5,47.56407,-122.32765,0.6931471805599453,1.0986122886681098,12.688242589117094,17,4.532599493153256,8024064.5,262.45,0.0,0.44218,0.55782,0.6931471805599453,0.0,0.5952972783893207,1.0986122886681098,25
410,1,8,5,47.5928,-122.31599,0.6931471805599453,2.70805020110221,12.624957307297803,18,4.204692619390966,21027396.0,247.35,0.0,0.89614,0.10386,0.6931471805599453,0.0,0.5423242908253617,1.3862943611198906,84
411,1,17,6,47.64037,-122.32626,0.6931471805599453,1.6094379124341003,11.354937431911715,18,,4855036.5,33.85,0.0,1.0,0.0,0.49132471094941943,0.31153530847394045,0.46268944570102055,1.3862943611198906,38
412,1,0,5,47.53687,-122.33316,0.6931471805599453,1.0986122886681098,11.492977827160532,4,4.553876891600541,1988334.5,42.25,0.0,0.69055,0.30945,0.6931471805599453,0.0,0.5018898181080573,1.0986122886681098,27
